Country,Region,Wine,Classification,Style,Grapes
Italy,Emilia-Romagna,Gutturnio,DOC,Red,Barbera; Croatina
Italy,Emilia-Romagna,Lambrusco di Sorbara,DOC,Sparkling Red,Lambrusco di Sorbara
Italy,Emilia-Romagna,Lambrusco Grasparossa di Castelvetro,DOC,Sparkling Red,Lambrusco Grasparossa
Italy,Emilia-Romagna,Lambrusco Mantovano,DOC,Sparkling Red,Lambrusco Viadanese
Italy,Emilia-Romagna,Lambrusco Reggiano,DOC,Sparkling Red,Lambrusco Marani; Lambrusco Salamino
Italy,Emilia-Romagna,Lambrusco Salamino di Santa Croce,DOC,Sparkling Red,Lambrusco Salamino
Italy,Emilia-Romagna,Modena,DOC,Sparkling Red,Lambrusco Grasparossa
Italy,Emilia-Romagna,Ortrugo dei Colli Piacentini,DOC,White,Ortrugo
Italy,Emilia-Romagna,Reno,DOC,White,Montuni
Italy,Emilia-Romagna,Romagna Albana,DOCG,White,Albana
Italy,Emilia-Romagna,Romagna Cagnina,DOC,Sweet Red,Terrano
Italy,Emilia-Romagna,Romagna Pagadebit,DOC,White,Bombino Bianco
Italy,Emilia-Romagna,Romagna Sangiovese,DOC,Red,Sangiovese
Italy,Emilia-Romagna,Romagna Trebbiano,DOC,White,Trebbiano Romagnolo
Italy,Friuli-Venezia Giulia,Carso,DOC,Red,Terrano; Refosco
Italy,Friuli-Venezia Giulia,Carso Vitovska,DOC,Orange,Vitovska
Italy,Friuli-Venezia Giulia,Colli Orientali del Friuli Picolit,DOCG,Sweet White,Picolit
Italy,Friuli-Venezia Giulia,Collio Goriziano,DOC,White,Friulano; Ribolla Gialla; Sauvignon
Italy,Friuli-Venezia Giulia,Delle Venezie,DOC,White,Pinot Grigio
Italy,Friuli-Venezia Giulia,Friuli,DOC,White,Friulano; Pinot Grigio
Italy,Friuli-Venezia Giulia,Friuli Annia,DOC,White,Friulano; Chardonnay
Italy,Friuli-Venezia Giulia,Friuli Aquileia,DOC,White,Friulano; Pinot Grigio
Italy,Friuli-Venezia Giulia,Friuli Colli Orientali,DOC,White,Friulano; Ribolla Gialla
Italy,Friuli-Venezia Giulia,Friuli Grave,DOC,White,Pinot Grigio; Friulano
Italy,Friuli-Venezia Giulia,Friuli Isonzo,DOC,White,Friulano; Pinot Grigio
Italy,Friuli-Venezia Giulia,Friuli Latisana,DOC,White,Pinot Grigio; Friulano
Italy,Friuli-Venezia Giulia,Lison,DOCG,White,Friulano
Italy,Friuli-Venezia Giulia,Ramandolo,DOCG,Sweet White,Verduzzo Friulano
Italy,Friuli-Venezia Giulia,Refosco dal Peduncolo Rosso,DOC,Red,Refosco dal Peduncolo Rosso
Italy,Friuli-Venezia Giulia,Rosazzo,DOCG,White,Friulano; Ribolla Gialla
Italy,Friuli-Venezia Giulia,Schioppettino di Prepotto,DOC,Red,Schioppettino
Italy,Lazio,Aleatico di Gradoli,DOC,Sweet Red,Aleatico
Italy,Lazio,Aleatico di Terracina,DOC,Sweet Red,Aleatico
Italy,Lazio,Aprilia,DOC,Red,Merlot; Sangiovese
Italy,Lazio,Bianco Capena,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Cannellino di Frascati,DOCG,Sweet White,Malvasia
Italy,Lazio,Castelli Romani,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Cerveteri,DOC,Red,Sangiovese; Montepulciano
Italy,Lazio,Cesanese del Piglio,DOCG,Red,Cesanese
Italy,Lazio,Cesanese di Affile,DOC,Red,Cesanese
Italy,Lazio,Cesanese di Olevano Romano,DOC,Red,Cesanese
Italy,Lazio,Circeo,DOC,Red,Merlot; Sangiovese
Italy,Lazio,Colli Albani,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Colli della Sabina,DOC,Red,Sangiovese; Montepulciano
Italy,Lazio,Colli Etruschi Viterbesi,DOC,Red,Sangiovese; Montepulciano
Italy,Lazio,Colli Lanuvini,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Cori,DOC,Red,Nero Buono; Montepulciano
Italy,Lazio,Est! Est!! Est!!! di Montefiascone,DOC,White,Trebbiano; Malvasia
Italy,Lazio,Frascati,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Frascati Superiore,DOCG,White,Malvasia del Lazio
Italy,Lazio,Frascati Superiore Riserva,DOCG,White,Malvasia del Lazio
Italy,Lazio,Genazzano,DOC,Red,Cesanese; Sangiovese
Italy,Lazio,Marino,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Montecompatri Colonna,DOC,White,Malvasia; Trebbiano
Italy,Lazio,Nettuno,DOC,Red,Sangiovese; Merlot
Italy,Lazio,Roma,DOC,Red,Montepulciano; Sangiovese
Italy,Lazio,Tarquinia,DOC,Red,Sangiovese; Montepulciano
Italy,Lazio,Velletri,DOC,Red,Sangiovese; Montepulciano
Italy,Lazio,Vignanello,DOC,Red,Sangiovese; Ciliegiolo
Italy,Lazio,Zagarolo,DOC,White,Malvasia; Trebbiano
Italy,Liguria,Cinque Terre,DOC,White,Bosco; Albarola; Vermentino
Italy,Liguria,Cinque Terre Sciacchetrà,DOC,Sweet White,Bosco; Albarola
Italy,Liguria,Colli di Luni,DOC,White,Vermentino
Italy,Liguria,Golfo del Tigullio,DOC,White,Vermentino; Bianchetta
Italy,Liguria,Pornassio,DOC,Red,Ormeasco
Italy,Liguria,Riviera Ligure di Ponente,DOC,White,Pigato; Vermentino
Italy,Liguria,Rossese di Dolceacqua,DOC,Red,Rossese
Italy,Liguria,Val Polcevera,DOC,White,Vermentino; Bianchetta
Italy,Lombardy,Bonarda dell'Oltrepò Pavese,DOC,Red,Croatina
Italy,Lombardy,Botticino,DOC,Red,Barbera; Marzemino
Italy,Lombardy,Buttafuoco,DOC,Red,Croatina; Barbera
Italy,Lombardy,Capriano del Colle,DOC,Red,Marzemino; Merlot
Italy,Lombardy,Cellatica,DOC,Red,Marzemino; Barbera
Italy,Lombardy,Curtefranca,DOC,Red,Cabernet Sauvignon; Merlot
Italy,Lombardy,Franciacorta,DOCG,Sparkling,Chardonnay; Pinot Nero
Italy,Lombardy,Franciacorta Satèn,DOCG,Sparkling,Chardonnay
Italy,Lombardy,Garda,DOC,White,Garganega; Chardonnay
Italy,Lombardy,Lugana,DOC,White,Turbiana
Italy,Lombardy,Moscato di Scanzo,DOCG,Sweet Red,Moscato di Scanzo
Italy,Lombardy,Oltrepò Pavese,DOC,Red,Croatina; Barbera; Pinot Nero
Italy,Lombardy,Oltrepò Pavese Metodo Classico,DOCG,Sparkling,Pinot Nero
Italy,Lombardy,Riviera del Garda Classico,DOC,Rosé,Groppello
Italy,Lombardy,Rosso di Valtellina,DOC,Red,Chiavennasca
Italy,Lombardy,San Colombano al Lambro,DOC,Red,Croatina; Barbera
Italy,Lombardy,Sangue di Giuda,DOC,Sweet Red,Croatina; Barbera
Italy,Lombardy,Sforzato di Valtellina,DOCG,Red,Chiavennasca
Italy,Lombardy,Terre del Colleoni,DOC,Red,Cabernet Sauvignon; Merlot
Italy,Lombardy,Valcalepio,DOC,Red,Merlot; Cabernet Sauvignon
Italy,Lombardy,Valtellina Superiore,DOCG,Red,Chiavennasca
Italy,Marche,Bianchello del Metauro,DOC,White,Biancame
Italy,Marche,Castelli di Jesi Verdicchio Riserva,DOCG,White,Verdicchio
Italy,Marche,Colli Maceratesi,DOC,White,Maceratino
Italy,Marche,Colli Pesaresi,DOC,Red,Sangiovese
Italy,Marche,Conero Riserva,DOCG,Red,Montepulciano
Italy,Marche,Esino,DOC,White,Verdicchio
Italy,Marche,Falerio,DOC,White,Trebbiano Toscano; Passerina; Pecorino
Italy,Marche,Lacrima di Morro d'Alba,DOC,Red,Lacrima
Italy,Marche,Offida Passerina,DOCG,White,Passerina
Italy,Marche,Offida Pecorino,DOCG,White,Pecorino
Italy,Marche,Rosso Conero,DOC,Red,Montepulciano
Italy,Marche,Rosso Piceno,DOC,Red,Montepulciano; Sangiovese
Italy,Marche,Serrapetrona,DOC,Red,Vernaccia Nera
Italy,Marche,Terre di Offida,DOC,Sweet White,Passerina
Italy,Marche,Verdicchio dei Castelli di Jesi,DOC,White,Verdicchio
Italy,Marche,Verdicchio di Matelica,DOC,White,Verdicchio
Italy,Marche,Verdicchio di Matelica Riserva,DOCG,White,Verdicchio
Italy,Marche,Vernaccia di Serrapetrona,DOCG,Sparkling Red,Vernaccia Nera
Italy,Molise,Biferno,DOC,Red,Montepulciano; Aglianico
Italy,Molise,Pentro di Isernia,DOC,Red,Montepulciano; Sangiovese
Italy,Molise,Tintilia del Molise,DOC,Red,Tintilia
Italy,Piedmont,Albugnano,DOC,Red,Nebbiolo
Italy,Piedmont,Alta Langa,DOCG,Sparkling,Pinot Nero; Chardonnay
Italy,Piedmont,Asti Spumante,DOCG,Sparkling,Moscato Bianco
Italy,Piedmont,Barbaresco,DOCG,Red,Nebbiolo
Italy,Piedmont,Barbera d'Alba,DOC,Red,Barbera
Italy,Piedmont,Barbera d'Asti,DOCG,Red,Barbera
Italy,Piedmont,Barbera del Monferrato,DOC,Red,Barbera
Italy,Piedmont,Barbera del Monferrato Superiore,DOCG,Red,Barbera
Italy,Piedmont,Barolo,DOCG,Red,Nebbiolo
Italy,Piedmont,Boca,DOC,Red,Nebbiolo; Vespolina
Italy,Piedmont,Brachetto d'Acqui,DOCG,Sparkling Red,Brachetto
Italy,Piedmont,Bramaterra,DOC,Red,Nebbiolo; Croatina
Italy,Piedmont,Calosso,DOC,Red,Gamba Rossa
Italy,Piedmont,Caluso Passito,DOCG,Sweet White,Erbaluce
Italy,Piedmont,Canavese,DOC,Red,Nebbiolo; Barbera
Italy,Piedmont,Carema,DOC,Red,Nebbiolo
Italy,Piedmont,Cisterna d'Asti,DOC,Red,Croatina
Italy,Piedmont,Colli Tortonesi,DOC,Red,Barbera; Croatina
Italy,Piedmont,Colli Tortonesi Timorasso,DOC,White,Timorasso
Italy,Piedmont,Collina Torinese,DOC,Red,Barbera; Freisa
Italy,Piedmont,Colline Novaresi,DOC,Red,Nebbiolo; Vespolina
Italy,Piedmont,Cortese dell'Alto Monferrato,DOC,White,Cortese
Italy,Piedmont,Coste della Sesia,DOC,Red,Nebbiolo; Vespolina
Italy,Piedmont,Dogliani,DOCG,Red,Dolcetto
Italy,Piedmont,Dolcetto d'Acqui,DOC,Red,Dolcetto
Italy,Piedmont,Dolcetto d'Alba,DOC,Red,Dolcetto
Italy,Piedmont,Dolcetto d'Asti,DOC,Red,Dolcetto
Italy,Piedmont,Dolcetto di Diano d'Alba,DOCG,Red,Dolcetto
Italy,Piedmont,Dolcetto di Ovada,DOC,Red,Dolcetto
Italy,Piedmont,Dolcetto di Ovada Superiore,DOCG,Red,Dolcetto
Italy,Piedmont,Erbaluce di Caluso,DOCG,White,Erbaluce
Italy,Piedmont,Fara,DOC,Red,Nebbiolo; Vespolina
Italy,Piedmont,Freisa d'Asti,DOC,Red,Freisa
Italy,Piedmont,Freisa di Chieri,DOC,Red,Freisa
Italy,Piedmont,Gabiano,DOC,Red,Barbera; Freisa
Italy,Piedmont,Gattinara,DOCG,Red,Nebbiolo
Italy,Piedmont,Gavi,DOCG,White,Cortese
Italy,Piedmont,Ghemme,DOCG,Red,Nebbiolo
Italy,Piedmont,Grignolino d'Asti,DOC,Red,Grignolino
Italy,Piedmont,Grignolino del Monferrato Casalese,DOC,Red,Grignolino
Italy,Piedmont,Langhe Nebbiolo,DOC,Red,Nebbiolo
Italy,Piedmont,Lessona,DOC,Red,Nebbiolo
Italy,Piedmont,Loazzolo,DOC,Sweet White,Moscato Bianco
Italy,Piedmont,Malvasia di Casorzo,DOC,Sweet Red,Malvasia di Casorzo
Italy,Piedmont,Malvasia di Castelnuovo Don Bosco,DOC,Sweet Red,Malvasia di Schierano
Italy,Piedmont,Monferrato,DOC,Red,Barbera; Nebbiolo
Italy,Piedmont,Moscato d'Asti,DOCG,Sparkling,Moscato Bianco
Italy,Piedmont,Nebbiolo d'Alba,DOC,Red,Nebbiolo
Italy,Piedmont,Nizza,DOCG,Red,Barbera
Italy,Piedmont,Piemonte,DOC,Red,Barbera; Nebbiolo
Italy,Piedmont,Pinerolese,DOC,Red,Barbera; Bonarda Piemontese
Italy,Piedmont,Roero,DOCG,Red,Nebbiolo
Italy,Piedmont,Roero Arneis,DOCG,White,Arneis
Italy,Piedmont,Rubino di Cantavenna,DOC,Red,Barbera; Grignolino
Italy,Piedmont,Ruchè di Castagnole Monferrato,DOCG,Red,Ruchè
Italy,Piedmont,Sizzano,DOC,Red,Nebbiolo; Vespolina
Italy,Piedmont,Strevi,DOC,Sweet White,Moscato Bianco
Italy,Piedmont,Suli Chërta,DOC,Red,Nebbiolo
Italy,Piedmont,Terre Alfieri,DOCG,White,Arneis
Italy,Piedmont,Valli Ossolane,DOC,Red,Nebbiolo
Italy,Piedmont,Valsusa,DOC,Red,Avanà; Barbera
Italy,Piedmont,Verduno Pelaverga,DOC,Red,Pelaverga Piccolo
Italy,Puglia,Aleatico di Puglia,DOC,Sweet Red,Aleatico
Italy,Puglia,Alezio,DOC,Rosé,Negroamaro
Italy,Puglia,Barletta,DOC,Red,Nero di Troia
Italy,Puglia,Brindisi,DOC,Red,Negroamaro
Italy,Puglia,Cacc'e Mmitte di Lucera,DOC,Red,Nero di Troia; Montepulciano
Italy,Puglia,Castel del Monte,DOC,Red,Nero di Troia; Aglianico
Italy,Puglia,Castel del Monte Bombino Nero,DOCG,Rosé,Bombino Nero
Italy,Puglia,Castel del Monte Nero di Troia Riserva,DOCG,Red,Nero di Troia
Italy,Puglia,Colline Joniche Tarantine,DOC,Red,Primitivo
Italy,Puglia,Copertino,DOC,Red,Negroamaro
Italy,Puglia,Galatina,DOC,Red,Negroamaro
Italy,Puglia,Gioia del Colle,DOC,Red,Primitivo
Italy,Puglia,Gravina,DOC,White,Greco; Malvasia
Italy,Puglia,Leverano,DOC,Red,Negroamaro
Italy,Puglia,Lizzano,DOC,Red,Negroamaro
Italy,Puglia,Locorotondo,DOC,White,Verdeca; Bianco d'Alessano
Italy,Puglia,Martina Franca,DOC,White,Verdeca
Italy,Puglia,Matino,DOC,Red,Negroamaro
Italy,Puglia,Nardò,DOC,Red,Negroamaro; Malvasia Nera
Italy,Puglia,Negroamaro di Terra d'Otranto,DOC,Red,Negroamaro
Italy,Puglia,Orta Nova,DOC,Red,Sangiovese; Nero di Troia
Italy,Puglia,Ostuni,DOC,White,Impigno; Francavidda
Italy,Puglia,Primitivo di Manduria,DOC,Red,Primitivo
Italy,Puglia,Primitivo di Manduria Dolce Naturale,DOCG,Sweet Red,Primitivo
Italy,Puglia,Rosso di Cerignola,DOC,Red,Nero di Troia; Negroamaro
Italy,Puglia,Salento,IGT,Red,Primitivo; Negroamaro
Italy,Puglia,Salice Salentino,DOC,Red,Negroamaro
Italy,Puglia,San Severo,DOC,White,Bombino Bianco; Trebbiano Toscano
Italy,Puglia,Squinzano,DOC,Red,Negroamaro
Italy,Puglia,Tavoliere delle Puglie,DOC,Red,Nero di Troia
Italy,Puglia,Terra d'Otranto,DOC,Red,Negroamaro; Primitivo
Italy,Sardinia,Alghero,DOC,Red,Cabernet Sauvignon; Cagnulari
Italy,Sardinia,Arborea,DOC,Red,Sangiovese
Italy,Sardinia,Campidano di Terralba,DOC,Red,Bovale
Italy,Sardinia,Cannonau di Sardegna,DOC,Red,Cannonau
Italy,Sardinia,Carignano del Sulcis,DOC,Red,Carignano
Italy,Sardinia,Girò di Cagliari,DOC,Sweet Red,Girò
Italy,Sardinia,Malvasia di Bosa,DOC,Fortified,Malvasia di Sardegna
Italy,Sardinia,Mandrolisai,DOC,Red,Bovale; Cannonau; Monica
Italy,Sardinia,Monica di Sardegna,DOC,Red,Monica
Italy,Sardinia,Moscato di Sardegna,DOC,Sweet White,Moscato Bianco
Italy,Sardinia,Moscato di Sorso-Sennori,DOC,Sweet White,Moscato Bianco
Italy,Sardinia,Nasco di Cagliari,DOC,Sweet White,Nasco
Italy,Sardinia,Nuragus di Cagliari,DOC,White,Nuragus
Italy,Sardinia,Sardegna Semidano,DOC,White,Semidano
Italy,Sardinia,Vermentino di Gallura,DOCG,White,Vermentino
Italy,Sardinia,Vermentino di Sardegna,DOC,White,Vermentino
Italy,Sardinia,Vernaccia di Oristano,DOC,Fortified,Vernaccia di Oristano
Italy,Sicily,Alcamo,DOC,White,Catarratto
Italy,Sicily,Cerasuolo di Vittoria,DOCG,Red,Nero d'Avola; Frappato
Italy,Sicily,Contea di Sclafani,DOC,Red,Nero d'Avola; Perricone
Italy,Sicily,Contessa Entellina,DOC,White,Ansonica; Chardonnay
Italy,Sicily,Delia Nivolelli,DOC,Red,Nero d'Avola; Merlot
Italy,Sicily,Eloro,DOC,Red,Nero d'Avola; Frappato
Italy,Sicily,Erice,DOC,White,Catarratto; Grillo
Italy,Sicily,Etna Bianco,DOC,White,Carricante; Catarratto
Italy,Sicily,Etna Rosato,DOC,Rosé,Nerello Mascalese
Italy,Sicily,Etna Rosso,DOC,Red,Nerello Mascalese; Nerello Cappuccio
Italy,Sicily,Faro,DOC,Red,Nerello Mascalese; Nocera
Italy,Sicily,Malvasia delle Lipari,DOC,Sweet White,Malvasia di Lipari
Italy,Sicily,Mamertino,DOC,Red,Nero d'Avola; Nocera
Italy,Sicily,Marsala,DOC,Fortified,Grillo; Catarratto; Inzolia
Italy,Sicily,Menfi,DOC,White,Inzolia; Chardonnay
Italy,Sicily,Monreale,DOC,Red,Nero d'Avola; Perricone
Italy,Sicily,Moscato di Pantelleria,DOC,Sweet White,Zibibbo
Italy,Sicily,Noto,DOC,Red,Nero d'Avola
Italy,Sicily,Passito di Pantelleria,DOC,Sweet White,Zibibbo
Italy,Sicily,Riesi,DOC,Red,Nero d'Avola
Italy,Sicily,Salaparuta,DOC,Red,Nero d'Avola
Italy,Sicily,Sambuca di Sicilia,DOC,Red,Nero d'Avola
Italy,Sicily,Santa Margherita di Belice,DOC,White,Ansonica; Catarratto
Italy,Sicily,Sciacca,DOC,White,Ansonica; Catarratto
Italy,Sicily,Sicilia,DOC,Red,Nero d'Avola
Italy,Sicily,Siracusa,DOC,Red,Nero d'Avola
Italy,Sicily,Vittoria,DOC,Red,Frappato; Nero d'Avola
Italy,Trentino-Alto Adige,Alto Adige (Südtirol),DOC,White,Pinot Grigio; Gewürztraminer; Sauvignon
Italy,Trentino-Alto Adige,Alto Adige Lagrein,DOC,Red,Lagrein
Italy,Trentino-Alto Adige,Alto Adige Meranese,DOC,Red,Schiava
Italy,Trentino-Alto Adige,Alto Adige Santa Maddalena,DOC,Red,Schiava; Lagrein
Italy,Trentino-Alto Adige,Alto Adige Terlano,DOC,White,Pinot Bianco; Chardonnay
Italy,Trentino-Alto Adige,Alto Adige Valle Isarco,DOC,White,Sylvaner; Kerner; Riesling
Italy,Trentino-Alto Adige,Casteller,DOC,Red,Schiava; Merlot
Italy,Trentino-Alto Adige,Lago di Caldaro (Kalterersee),DOC,Red,Schiava
Italy,Trentino-Alto Adige,Santa Maddalena,DOC,Red,Schiava; Lagrein
Italy,Trentino-Alto Adige,Teroldego Rotaliano,DOC,Red,Teroldego
Italy,Trentino-Alto Adige,Trentino,DOC,White,Chardonnay; Pinot Grigio
Italy,Trentino-Alto Adige,Trentino Marzemino,DOC,Red,Marzemino
Italy,Trentino-Alto Adige,Trentino Superiore,DOC,White,Chardonnay; Pinot Bianco
Italy,Trentino-Alto Adige,Trento,DOC,Sparkling,Chardonnay; Pinot Nero
Italy,Trentino-Alto Adige,Valdadige Terradeiforti,DOC,Red,Enantio; Casetta
Italy,Trentino-Alto Adige,Vino Santo Trentino,DOC,Sweet White,Nosiola
Italy,Tuscany,Barco Reale di Carmignano,DOC,Red,Sangiovese; Cabernet Sauvignon
Italy,Tuscany,Bianco di Pitigliano,DOC,White,Trebbiano Toscano; Greco
Italy,Tuscany,Bolgheri,DOC,Red,Cabernet Sauvignon; Merlot; Cabernet Franc
Italy,Tuscany,Bolgheri Rosato,DOC,Rosé,Cabernet Sauvignon; Merlot
Italy,Tuscany,Bolgheri Sassicaia,DOC,Red,Cabernet Sauvignon; Cabernet Franc
Italy,Tuscany,Brunello di Montalcino,DOCG,Red,Sangiovese Grosso
Italy,Tuscany,Candia dei Colli Apuani,DOC,White,Vermentino; Albarola
Italy,Tuscany,Capalbio,DOC,Red,Sangiovese; Cabernet Sauvignon
Italy,Tuscany,Carmignano,DOCG,Red,Sangiovese; Cabernet Sauvignon
Italy,Tuscany,Chianti,DOCG,Red,Sangiovese
Italy,Tuscany,Chianti Classico,DOCG,Red,Sangiovese
Italy,Tuscany,Chianti Classico Gran Selezione,DOCG,Red,Sangiovese
Italy,Tuscany,Chianti Colli Senesi,DOCG,Red,Sangiovese
Italy,Tuscany,Chianti Rufina,DOCG,Red,Sangiovese
Italy,Tuscany,Colli dell'Etruria Centrale,DOC,Red,Sangiovese
Italy,Tuscany,Colline Lucchesi,DOC,Red,Sangiovese; Merlot
Italy,Tuscany,Cortona,DOC,Red,Syrah
Italy,Tuscany,Cortona Syrah,DOC,Red,Syrah
Italy,Tuscany,Elba,DOC,White,Ansonica; Trebbiano Toscano
Italy,Tuscany,Elba Aleatico Passito,DOCG,Sweet Red,Aleatico
Italy,Tuscany,Grance Senesi,DOC,Red,Sangiovese
Italy,Tuscany,Maremma Toscana,DOC,Red,Sangiovese; Cabernet Sauvignon; Merlot
Italy,Tuscany,Montecarlo,DOC,White,Trebbiano Toscano; Sémillon
Italy,Tuscany,Montecucco Sangiovese,DOCG,Red,Sangiovese
Italy,Tuscany,Montescudaio,DOC,Red,Sangiovese
Italy,Tuscany,Morellino di Scansano,DOCG,Red,Sangiovese
Italy,Tuscany,Moscadello di Montalcino,DOC,Sweet White,Moscato Bianco
Italy,Tuscany,Occhio di Pernice,DOC,Sweet Red,Sangiovese
Italy,Tuscany,Orcia,DOC,Red,Sangiovese
Italy,Tuscany,Parrina,DOC,Red,Sangiovese
Italy,Tuscany,Pomino,DOC,White,Chardonnay; Pinot Bianco
Italy,Tuscany,Rosso di Montalcino,DOC,Red,Sangiovese
Italy,Tuscany,Rosso di Montepulciano,DOC,Red,Sangiovese
Italy,Tuscany,San Gimignano,DOC,Red,Sangiovese
Italy,Tuscany,Sant'Antimo,DOC,Red,Cabernet Sauvignon; Merlot
Italy,Tuscany,Sovana,DOC,Red,Sangiovese; Aleatico
Italy,Tuscany,Suvereto,DOCG,Red,Cabernet Sauvignon; Merlot
Italy,Tuscany,Terratico di Bibbona,DOC,Red,Sangiovese; Merlot
Italy,Tuscany,Terre di Pisa,DOC,Red,Sangiovese
Italy,Tuscany,Toscana (Super Tuscan),IGT,Red,Cabernet Sauvignon; Merlot; Sangiovese
Italy,Tuscany,Val d'Arbia,DOC,White,Trebbiano Toscano
Italy,Tuscany,Val di Cornia Rosso,DOCG,Red,Sangiovese; Cabernet Sauvignon
Italy,Tuscany,Valdarno di Sopra,DOC,Red,Sangiovese
Italy,Tuscany,Vernaccia di San Gimignano,DOCG,White,Vernaccia di San Gimignano
Italy,Tuscany,Vin Santo del Chianti,DOC,Sweet White,Trebbiano; Malvasia
Italy,Tuscany,Vin Santo del Chianti Classico,DOC,Sweet White,Trebbiano; Malvasia
Italy,Tuscany,Vin Santo di Montepulciano,DOC,Sweet White,Trebbiano; Malvasia
Italy,Tuscany,Vino Nobile di Montepulciano,DOCG,Red,Prugnolo Gentile
Italy,Umbria,Assisi,DOC,Red,Sangiovese; Merlot
Italy,Umbria,Colli Altotiberini,DOC,Red,Sangiovese; Merlot
Italy,Umbria,Colli del Trasimeno,DOC,Red,Gamay del Trasimeno
Italy,Umbria,Colli Martani,DOC,White,Grechetto
Italy,Umbria,Colli Perugini,DOC,Red,Sangiovese
Italy,Umbria,Lago di Corbara,DOC,Red,Cabernet Sauvignon; Merlot
Italy,Umbria,Montefalco Rosso,DOC,Red,Sangiovese; Sagrantino
Italy,Umbria,Montefalco Sagrantino,DOCG,Red,Sagrantino
Italy,Umbria,Orvieto,DOC,White,Grechetto; Trebbiano
Italy,Umbria,Orvieto Classico,DOC,White,Grechetto; Procanico
Italy,Umbria,Rosso Orvietano,DOC,Red,Sangiovese; Merlot
Italy,Umbria,Spoleto,DOC,White,Trebbiano Spoletino
Italy,Umbria,Todi,DOC,White,Grechetto
Italy,Umbria,Torgiano,DOC,Red,Sangiovese
Italy,Umbria,Torgiano Rosso Riserva,DOCG,Red,Sangiovese
Italy,Umbria,Trebbiano Spoletino,DOC,White,Trebbiano Spoletino
Italy,Valle d'Aosta,Blanc de Morgex et de La Salle,DOC,White,Prié Blanc
Italy,Valle d'Aosta,Chambave Muscat,DOC,White,Moscato Bianco
Italy,Valle d'Aosta,Donnas,DOC,Red,Nebbiolo
Italy,Valle d'Aosta,Torrette,DOC,Red,Petit Rouge
Italy,Valle d'Aosta,Valle d'Aosta,DOC,Red,Petit Rouge; Fumin; Nebbiolo
Italy,Veneto,Amarone della Valpolicella,DOCG,Red,Corvina; Rondinella; Molinara
Italy,Veneto,Arcole,DOC,White,Garganega; Pinot Grigio
Italy,Veneto,Asolo Prosecco,DOCG,Sparkling,Glera
Italy,Veneto,Bagnoli Friularo,DOCG,Red,Raboso Piave
Italy,Veneto,Bardolino,DOC,Red,Corvina; Rondinella
Italy,Veneto,Bardolino Chiaretto,DOC,Rosé,Corvina; Rondinella
Italy,Veneto,Bardolino Superiore,DOCG,Red,Corvina; Rondinella
Italy,Veneto,Bianco di Custoza,DOC,White,Garganega; Trebbiano
Italy,Veneto,Breganze,DOC,Red,Merlot; Cabernet Sauvignon
Italy,Veneto,Colli Asolani,DOC,Red,Merlot; Cabernet Sauvignon
Italy,Veneto,Colli Berici,DOC,Red,Tai Rosso; Merlot
Italy,Veneto,Colli Euganei,DOC,Red,Merlot; Cabernet Sauvignon
Italy,Veneto,Colli Euganei Fior d'Arancio,DOCG,Sweet White,Moscato Giallo
Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,DOCG,Sparkling,Glera
Italy,Veneto,Corti Benedettine del Padovano,DOC,Red,Merlot; Raboso
Italy,Veneto,Gambellara,DOC,White,Garganega
Italy,Veneto,Lessini Durello,DOC,Sparkling,Durella
Italy,Veneto,Merlara,DOC,Red,Merlot; Raboso
Italy,Veneto,Montello Rosso,DOCG,Red,Cabernet Sauvignon; Merlot
Italy,Veneto,Monti Lessini,DOC,White,Durella; Garganega
Italy,Veneto,Piave,DOC,Red,Raboso; Merlot
Italy,Veneto,Piave Malanotte,DOCG,Red,Raboso Piave
Italy,Veneto,Prosecco,DOC,Sparkling,Glera
Italy,Veneto,Recioto della Valpolicella,DOCG,Sweet Red,Corvina; Rondinella
Italy,Veneto,Recioto di Gambellara,DOCG,Sweet White,Garganega
Italy,Veneto,Recioto di Soave,DOCG,Sweet White,Garganega
Italy,Veneto,Riviera del Brenta,DOC,Red,Merlot; Refosco
Italy,Veneto,Soave,DOC,White,Garganega; Trebbiano di Soave
Italy,Veneto,Soave Classico,DOC,White,Garganega
Italy,Veneto,Soave Superiore,DOCG,White,Garganega
Italy,Veneto,Torcolato di Breganze,DOC,Sweet White,Vespaiola
Italy,Veneto,Valdadige,DOC,White,Pinot Grigio; Chardonnay
Italy,Veneto,Valdobbiadene Superiore di Cartizze,DOCG,Sparkling,Glera
Italy,Veneto,Valpolicella,DOC,Red,Corvina; Rondinella; Molinara
Italy,Veneto,Valpolicella Classico,DOC,Red,Corvina; Rondinella
Italy,Veneto,Valpolicella Ripasso,DOC,Red,Corvina; Rondinella
Italy,Veneto,Vicenza,DOC,White,Garganega; Pinot Bianco
Italy,Veneto,Vigneti della Serenissima,DOC,Sparkling,Chardonnay; Pinot Nero
Japan,Hokkaido,Hokkaido,GI,White,Kerner; Pinot Noir
Japan,Hokkaido,Sorachi,Regional,White,Kerner
