country|region|wine|tier|style|grapes
Cyprus|Paphos|Laona Akamas|PDO|White|Xynisteri
Cyprus|National|Xynisteri|Grape wine|White|Xynisteri
Malta|Malta|Malta DOK|PDO|Red|Ġellewża; Syrah
Malta|Gozo|Gozo DOK|PDO|White|Girgentina; Chardonnay
Turkey|Thrace|Thrace (Trakya)|Regional|Red|Papazkarası; Cabernet Sauvignon
Turkey|Aegean|Aegean (Ege)|Regional|White|Sultaniye; Bornova Misketi
Turkey|Central Anatolia|Cappadocia|Regional|White|Emir
Turkey|Central Anatolia|Kalecik|Regional|Red|Kalecik Karası
Turkey|Eastern Anatolia|Elazığ|Regional|Red|Öküzgözü; Boğazkere
Turkey|Southeastern Anatolia|Diyarbakır|Regional|Red|Boğazkere
Turkey|Black Sea|Tokat|Regional|White|Narince
Lebanon|Bekaa Valley|Bekaa Valley|Regional|Red|Cinsault; Cabernet Sauvignon; Carignan
Lebanon|Bekaa Valley|Kefraya|Regional|Red|Syrah; Cabernet Sauvignon
Lebanon|Batroun|Batroun|Regional|White|Obeidi; Chardonnay
Lebanon|Jezzine|Jezzine|Regional|Red|Syrah; Cinsault
Israel|Galilee|Upper Galilee|Regional|Red|Cabernet Sauvignon; Syrah
Israel|Galilee|Golan Heights|Regional|Red|Cabernet Sauvignon; Merlot
Israel|Judean Hills|Judean Hills|Regional|Red|Cabernet Sauvignon; Syrah
Israel|Shomron|Shomron|Regional|Red|Cabernet Sauvignon; Carignan
Israel|Samson|Samson|Regional|White|Chardonnay; Sauvignon Blanc
Israel|Negev|Negev|Regional|Red|Cabernet Sauvignon; Petit Verdot
Palestine|Bethlehem|Cremisan Valley|Regional|White|Dabouki; Jandali; Hamdani
Jordan|Amman|Mount Nebo|Regional|Red|Cabernet Sauvignon; Merlot
Syria|Homs|Bargylus (Latakia Hills)|Regional|Red|Cabernet Sauvignon; Merlot
United States|California (Napa)|Napa Valley|AVA|Red|Cabernet Sauvignon; Merlot
United States|California (Napa)|Oakville|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Rutherford|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Stags Leap District|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Howell Mountain|AVA|Red|Cabernet Sauvignon; Zinfandel
United States|California (Napa)|Spring Mountain District|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Diamond Mountain District|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Mount Veeder|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Atlas Peak|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Yountville|AVA|Red|Cabernet Sauvignon; Merlot
United States|California (Napa)|St. Helena|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Calistoga|AVA|Red|Cabernet Sauvignon; Petite Sirah
United States|California (Napa)|Coombsville|AVA|Red|Cabernet Sauvignon
United States|California (Napa)|Los Carneros|AVA|White|Chardonnay; Pinot Noir
United States|California (Napa)|Oak Knoll District|AVA|White|Chardonnay; Cabernet Sauvignon
United States|California (Napa)|Chiles Valley|AVA|Red|Zinfandel; Cabernet Sauvignon
United States|California (Napa)|Wild Horse Valley|AVA|White|Chardonnay; Pinot Noir
United States|California (Sonoma)|Sonoma County|AVA|Red|Pinot Noir; Cabernet Sauvignon; Zinfandel
United States|California (Sonoma)|Russian River Valley|AVA|Red|Pinot Noir; Chardonnay
United States|California (Sonoma)|Green Valley of Russian River Valley|AVA|White|Chardonnay; Pinot Noir
United States|California (Sonoma)|Sonoma Coast|AVA|Red|Pinot Noir; Chardonnay
United States|California (Sonoma)|Fort Ross-Seaview|AVA|Red|Pinot Noir
United States|California (Sonoma)|Petaluma Gap|AVA|Red|Pinot Noir; Syrah
United States|California (Sonoma)|Alexander Valley|AVA|Red|Cabernet Sauvignon
United States|California (Sonoma)|Dry Creek Valley|AVA|Red|Zinfandel
United States|California (Sonoma)|Knights Valley|AVA|Red|Cabernet Sauvignon
United States|California (Sonoma)|Chalk Hill|AVA|White|Chardonnay; Sauvignon Blanc
United States|California (Sonoma)|Bennett Valley|AVA|Red|Merlot; Syrah
United States|California (Sonoma)|Sonoma Valley|AVA|Red|Cabernet Sauvignon; Zinfandel
United States|California (Sonoma)|Moon Mountain District|AVA|Red|Cabernet Sauvignon
United States|California (Sonoma)|Rockpile|AVA|Red|Zinfandel
United States|California (Sonoma)|Sonoma Mountain|AVA|Red|Cabernet Sauvignon
United States|California (Mendocino)|Anderson Valley|AVA|Red|Pinot Noir; Chardonnay
United States|California (Mendocino)|Mendocino Ridge|AVA|Red|Zinfandel; Pinot Noir
United States|California (Mendocino)|Redwood Valley|AVA|Red|Zinfandel; Cabernet Sauvignon
United States|California (Mendocino)|Potter Valley|AVA|White|Riesling; Sauvignon Blanc
United States|California (Mendocino)|Yorkville Highlands|AVA|Red|Pinot Noir; Cabernet Sauvignon
United States|California (Lake)|Red Hills Lake County|AVA|Red|Cabernet Sauvignon
United States|California (Lake)|Clear Lake|AVA|Red|Cabernet Sauvignon; Sauvignon Blanc
United States|California (Sierra Foothills)|Sierra Foothills|AVA|Red|Zinfandel; Barbera
United States|California (Sierra Foothills)|Amador County|AVA|Red|Zinfandel
United States|California (Sierra Foothills)|Shenandoah Valley of California|AVA|Red|Zinfandel
United States|California (Sierra Foothills)|Fiddletown|AVA|Red|Zinfandel
United States|California (Sierra Foothills)|El Dorado|AVA|Red|Zinfandel; Syrah
United States|California (Central Valley)|Lodi|AVA|Red|Zinfandel; Cabernet Sauvignon
United States|California (Central Valley)|Clarksburg|AVA|White|Chenin Blanc
United States|California (Central Valley)|Dunnigan Hills|AVA|Red|Syrah; Cabernet Sauvignon
United States|California (Bay Area)|Livermore Valley|AVA|White|Sauvignon Blanc; Chardonnay
United States|California (Bay Area)|Santa Cruz Mountains|AVA|Red|Pinot Noir; Cabernet Sauvignon
United States|California (Central Coast)|Monterey|AVA|White|Chardonnay; Pinot Noir
United States|California (Central Coast)|Santa Lucia Highlands|AVA|Red|Pinot Noir; Syrah
United States|California (Central Coast)|Arroyo Seco|AVA|White|Chardonnay; Riesling
United States|California (Central Coast)|Chalone|AVA|White|Chardonnay; Pinot Noir
United States|California (Central Coast)|Carmel Valley|AVA|Red|Cabernet Sauvignon
United States|California (Central Coast)|San Benito|AVA|Red|Pinot Noir; Grenache
United States|California (Central Coast)|Paso Robles|AVA|Red|Cabernet Sauvignon; Zinfandel; Syrah
United States|California (Central Coast)|Willow Creek District|AVA|Red|Syrah; Grenache
United States|California (Central Coast)|Adelaida District|AVA|Red|Cabernet Sauvignon; Syrah
United States|California (Central Coast)|Templeton Gap District|AVA|Red|Syrah; Pinot Noir
United States|California (Central Coast)|Edna Valley|AVA|White|Chardonnay; Pinot Noir
United States|California (Central Coast)|Arroyo Grande Valley|AVA|Red|Pinot Noir; Chardonnay
United States|California (Central Coast)|Santa Maria Valley|AVA|Red|Pinot Noir; Chardonnay
United States|California (Central Coast)|Sta. Rita Hills|AVA|Red|Pinot Noir; Chardonnay
United States|California (Central Coast)|Ballard Canyon|AVA|Red|Syrah
United States|California (Central Coast)|Happy Canyon of Santa Barbara|AVA|Red|Cabernet Sauvignon; Sauvignon Blanc
United States|California (Central Coast)|Los Olivos District|AVA|Red|Syrah; Grenache
United States|California (Central Coast)|Santa Ynez Valley|AVA|Red|Syrah; Pinot Noir
United States|California (Southern)|Malibu Coast|AVA|Red|Cabernet Sauvignon; Syrah
United States|California (Southern)|Temecula Valley|AVA|Red|Syrah; Cabernet Sauvignon
United States|California (Southern)|Ramona Valley|AVA|Red|Syrah; Grenache
United States|California|White Zinfandel|Varietal style|Rosé|Zinfandel
United States|California|Meritage|Trademark blend|Red|Cabernet Sauvignon; Merlot; Cabernet Franc
United States|California|California Sparkling Wine|Regional style|Sparkling|Chardonnay; Pinot Noir
United States|Oregon|Willamette Valley|AVA|Red|Pinot Noir; Chardonnay
United States|Oregon|Dundee Hills|AVA|Red|Pinot Noir
United States|Oregon|Eola-Amity Hills|AVA|Red|Pinot Noir
United States|Oregon|Yamhill-Carlton|AVA|Red|Pinot Noir
United States|Oregon|Ribbon Ridge|AVA|Red|Pinot Noir
United States|Oregon|Chehalem Mountains|AVA|Red|Pinot Noir
United States|Oregon|McMinnville|AVA|Red|Pinot Noir
United States|Oregon|Van Duzer Corridor|AVA|Red|Pinot Noir
United States|Oregon|Laurelwood District|AVA|Red|Pinot Noir
United States|Oregon|Tualatin Hills|AVA|Red|Pinot Noir
United States|Oregon|Lower Long Tom|AVA|Red|Pinot Noir
United States|Oregon|Mount Pisgah Polk County|AVA|Red|Pinot Noir
United States|Oregon|Umpqua Valley|AVA|Red|Tempranillo; Pinot Noir
United States|Oregon|Elkton Oregon|AVA|White|Pinot Gris; Riesling
United States|Oregon|Rogue Valley|AVA|Red|Syrah; Cabernet Sauvignon
United States|Oregon|Applegate Valley|AVA|Red|Syrah; Tempranillo
United States|Oregon|Columbia Gorge|AVA|White|Riesling; Pinot Gris
United States|Oregon|The Rocks District of Milton-Freewater|AVA|Red|Syrah
United States|Washington|Columbia Valley|AVA|Red|Cabernet Sauvignon; Merlot; Syrah
United States|Washington|Yakima Valley|AVA|Red|Merlot; Syrah
United States|Washington|Red Mountain|AVA|Red|Cabernet Sauvignon
United States|Washington|Walla Walla Valley|AVA|Red|Cabernet Sauvignon; Syrah
United States|Washington|Horse Heaven Hills|AVA|Red|Cabernet Sauvignon; Merlot
United States|Washington|Wahluke Slope|AVA|Red|Syrah; Merlot
United States|Washington|Rattlesnake Hills|AVA|Red|Cabernet Sauvignon
United States|Washington|Snipes Mountain|AVA|Red|Cabernet Sauvignon
United States|Washington|Lake Chelan|AVA|White|Riesling; Chardonnay
United States|Washington|Ancient Lakes of Columbia Valley|AVA|White|Riesling; Chardonnay
United States|Washington|Naches Heights|AVA|White|Riesling; Pinot Gris
United States|Washington|Royal Slope|AVA|Red|Cabernet Sauvignon
United States|Washington|Candy Mountain|AVA|Red|Cabernet Sauvignon
United States|Washington|White Bluffs|AVA|Red|Merlot; Cabernet Sauvignon
United States|Washington|Puget Sound|AVA|White|Madeleine Angevine; Siegerrebe
United States|New York|Finger Lakes|AVA|White|Riesling
United States|New York|Seneca Lake|AVA|White|Riesling
United States|New York|Cayuga Lake|AVA|White|Riesling; Cabernet Franc
United States|New York|Long Island|AVA|Red|Merlot; Cabernet Franc
United States|New York|North Fork of Long Island|AVA|Red|Merlot
United States|New York|The Hamptons Long Island|AVA|White|Chardonnay
United States|New York|Hudson River Region|AVA|White|Seyval Blanc; Cabernet Franc
United States|New York|Niagara Escarpment|AVA|White|Riesling
United States|New York|Lake Erie (NY)|AVA|Red|Concord
United States|Virginia|Monticello|AVA|Red|Cabernet Franc; Petit Verdot
United States|Virginia|Middleburg Virginia|AVA|Red|Cabernet Franc; Merlot
United States|Virginia|Shenandoah Valley (VA)|AVA|White|Viognier; Chardonnay
United States|Texas|Texas High Plains|AVA|Red|Tempranillo; Cabernet Sauvignon
United States|Texas|Texas Hill Country|AVA|Red|Tempranillo; Mourvèdre
United States|Texas|Bell Mountain|AVA|Red|Cabernet Sauvignon
United States|Texas|Escondido Valley|AVA|Red|Cabernet Sauvignon
United States|Michigan|Leelanau Peninsula|AVA|White|Riesling; Pinot Grigio
United States|Michigan|Old Mission Peninsula|AVA|White|Riesling; Chardonnay
United States|Michigan|Lake Michigan Shore|AVA|White|Riesling; Cabernet Franc
United States|Idaho|Snake River Valley|AVA|Red|Syrah; Cabernet Sauvignon
United States|Idaho|Lewis-Clark Valley|AVA|Red|Syrah; Merlot
United States|Idaho|Eagle Foothills|AVA|Red|Syrah; Viognier
United States|Missouri|Augusta|AVA|Red|Norton
United States|Missouri|Hermann|AVA|Red|Norton; Chambourcin
United States|Missouri|Ozark Highlands|AVA|Red|Norton; Vignoles
United States|Arizona|Sonoita|AVA|Red|Syrah; Grenache
United States|Arizona|Willcox|AVA|Red|Syrah; Malvasia
United States|Arizona|Verde Valley|AVA|Red|Syrah; Grenache
United States|New Mexico|Mesilla Valley|AVA|White|Chardonnay; Riesling
United States|New Mexico|Middle Rio Grande Valley|AVA|Sparkling|Chardonnay; Pinot Noir
United States|Colorado|Grand Valley|AVA|Red|Cabernet Franc; Merlot
United States|Colorado|West Elks|AVA|White|Riesling; Gewürztraminer
United States|Pennsylvania|Lehigh Valley|AVA|White|Chardonnay; Grüner Veltliner
United States|Ohio|Grand River Valley|AVA|White|Riesling; Chardonnay
United States|North Carolina|Yadkin Valley|AVA|Red|Cabernet Franc; Merlot
United States|North Carolina|Swan Creek|AVA|Red|Cabernet Franc
United States|Georgia (US)|Dahlonega Plateau|AVA|Red|Cabernet Franc; Chambourcin
United States|Maryland|Catoctin|AVA|Red|Cabernet Sauvignon; Chambourcin
United States|New Jersey|Outer Coastal Plain|AVA|Red|Cabernet Franc; Chambourcin
United States|Hawaii|Ulupalakua|Regional|Red|Syrah; Malbec
Canada|Ontario|Niagara Peninsula|VQA|White|Riesling; Chardonnay; Cabernet Franc
Canada|Ontario|Beamsville Bench|VQA|White|Riesling; Chardonnay
Canada|Ontario|Twenty Mile Bench|VQA|White|Riesling; Chardonnay
Canada|Ontario|Creek Shores|VQA|White|Chardonnay
Canada|Ontario|Four Mile Creek|VQA|Red|Cabernet Franc; Merlot
Canada|Ontario|Lincoln Lakeshore|VQA|White|Riesling
Canada|Ontario|Niagara Lakeshore|VQA|Red|Cabernet Franc
Canada|Ontario|Niagara River|VQA|Red|Cabernet Franc
Canada|Ontario|Short Hills Bench|VQA|Red|Pinot Noir
Canada|Ontario|St. David's Bench|VQA|Red|Cabernet Franc; Merlot
Canada|Ontario|Vinemount Ridge|VQA|Red|Cabernet Franc
Canada|Ontario|Prince Edward County|VQA|Red|Pinot Noir; Chardonnay
Canada|Ontario|Lake Erie North Shore|VQA|Red|Cabernet Franc; Merlot
Canada|Ontario|Icewine (Ontario)|VQA|Sweet White|Vidal; Riesling
Canada|British Columbia|Okanagan Valley|BC GI|Red|Merlot; Pinot Noir; Cabernet Sauvignon
Canada|British Columbia|Golden Mile Bench|BC GI|Red|Merlot; Cabernet Franc
Canada|British Columbia|Naramata Bench|BC GI|White|Riesling; Pinot Gris
Canada|British Columbia|Okanagan Falls|BC GI|Red|Pinot Noir; Riesling
Canada|British Columbia|Skaha Bench|BC GI|Red|Syrah; Pinot Gris
Canada|British Columbia|Black Sage Bench|BC GI|Red|Cabernet Sauvignon; Syrah
Canada|British Columbia|Osoyoos|BC GI|Red|Cabernet Sauvignon; Merlot
Canada|British Columbia|Similkameen Valley|BC GI|Red|Merlot; Syrah
Canada|British Columbia|Fraser Valley|BC GI|White|Pinot Gris; Bacchus
Canada|British Columbia|Vancouver Island|BC GI|White|Ortega; Pinot Gris
Canada|British Columbia|Gulf Islands|BC GI|White|Pinot Gris; Ortega
Canada|Nova Scotia|Annapolis Valley|Regional|White|L'Acadie Blanc; Seyval Blanc
Canada|Nova Scotia|Tidal Bay|Appellation|White|L'Acadie Blanc; Seyval Blanc; Vidal
Canada|Quebec|Brome-Missisquoi|IGP|White|Vidal; Frontenac
Canada|Quebec|Vin de Glace du Québec|IGP|Sweet White|Vidal
Mexico|Baja California|Valle de Guadalupe|Regional|Red|Nebbiolo; Cabernet Sauvignon; Tempranillo
Mexico|Baja California|Valle de Santo Tomás|Regional|Red|Cabernet Sauvignon; Merlot
Mexico|Baja California|Valle de San Vicente|Regional|Red|Cabernet Sauvignon
Mexico|Baja California|Valle de Ojos Negros|Regional|White|Chardonnay; Chenin Blanc
Mexico|Baja California|Valle de Calafia|Regional|Red|Nebbiolo; Syrah
Mexico|Coahuila|Parras de la Fuente|Regional|Red|Cabernet Sauvignon; Shiraz
Mexico|Querétaro|Querétaro|Regional|Sparkling|Chardonnay; Pinot Noir
Mexico|Aguascalientes|Aguascalientes|Regional|Red|Cabernet Sauvignon
Mexico|Zacatecas|Valle de las Arcinas|Regional|Red|Cabernet Sauvignon; Malbec
Argentina|Mendoza|Mendoza|GI|Red|Malbec; Cabernet Sauvignon; Bonarda
Argentina|Mendoza|Luján de Cuyo|GI|Red|Malbec
Argentina|Mendoza|Maipú|GI|Red|Malbec; Cabernet Sauvignon
Argentina|Mendoza|Valle de Uco|GI|Red|Malbec; Cabernet Franc
Argentina|Mendoza|Tupungato|GI|White|Chardonnay; Malbec
Argentina|Mendoza|Gualtallary|GI|Red|Malbec; Cabernet Franc
Argentina|Mendoza|Paraje Altamira|GI|Red|Malbec
Argentina|Mendoza|San Pablo|GI|Red|Pinot Noir; Chardonnay
Argentina|Mendoza|Vista Flores|GI|Red|Malbec
Argentina|Mendoza|Agrelo|GI|Red|Malbec; Cabernet Sauvignon
Argentina|Mendoza|Las Compuertas|GI|Red|Malbec
Argentina|Mendoza|Perdriel|GI|Red|Malbec
Argentina|Mendoza|San Carlos|GI|Red|Malbec; Semillón
Argentina|Mendoza|Santa Rosa|GI|Red|Bonarda; Malbec
Argentina|Salta|Cafayate|GI|White|Torrontés
Argentina|Salta|Valles Calchaquíes|GI|Red|Malbec; Tannat
Argentina|Salta|Molinos|GI|Red|Malbec
Argentina|San Juan|Valle de Tulum|GI|Red|Syrah; Bonarda
Argentina|San Juan|Valle de Pedernal|GI|Red|Malbec; Cabernet Sauvignon
Argentina|San Juan|Valle de Zonda|GI|Red|Syrah; Malbec
Argentina|La Rioja (Arg)|Valle de Famatina|GI|White|Torrontés Riojano
Argentina|Patagonia|Río Negro|GI|Red|Pinot Noir; Malbec
Argentina|Patagonia|Neuquén|GI|Red|Malbec; Pinot Noir
Argentina|Patagonia|Chubut|GI|Red|Pinot Noir; Chardonnay
Argentina|Catamarca|Catamarca|GI|White|Torrontés
Argentina|National|Torrontés|Grape wine|White|Torrontés Riojano
Argentina|National|Bonarda Argentina|Grape wine|Red|Bonarda Argentina
Chile|Coquimbo|Elqui Valley|DO|Red|Syrah; Carmenère
Chile|Coquimbo|Limarí Valley|DO|White|Chardonnay; Syrah
Chile|Coquimbo|Choapa Valley|DO|Red|Syrah; Cabernet Sauvignon
Chile|Aconcagua|Aconcagua Valley|DO|Red|Cabernet Sauvignon; Syrah
Chile|Aconcagua|Casablanca Valley|DO|White|Sauvignon Blanc; Chardonnay
Chile|Aconcagua|San Antonio Valley|DO|White|Sauvignon Blanc; Pinot Noir
Chile|Aconcagua|Leyda Valley|DO|Red|Pinot Noir; Sauvignon Blanc
Chile|Central Valley|Maipo Valley|DO|Red|Cabernet Sauvignon
Chile|Central Valley|Alto Maipo|DO|Red|Cabernet Sauvignon
Chile|Central Valley|Puente Alto|DO|Red|Cabernet Sauvignon
Chile|Central Valley|Rapel Valley|DO|Red|Cabernet Sauvignon; Carmenère
Chile|Central Valley|Cachapoal Valley|DO|Red|Carmenère; Cabernet Sauvignon
Chile|Central Valley|Peumo|DO|Red|Carmenère
Chile|Central Valley|Colchagua Valley|DO|Red|Carmenère; Cabernet Sauvignon
Chile|Central Valley|Apalta|DO|Red|Carmenère; Syrah
Chile|Central Valley|Curicó Valley|DO|Red|Cabernet Sauvignon; Sauvignon Blanc
Chile|Central Valley|Maule Valley|DO|Red|Carignan; Cabernet Sauvignon
Chile|Central Valley|Cauquenes|DO|Red|Carignan; País
Chile|Southern Chile|Itata Valley|DO|Red|País; Cinsault
Chile|Southern Chile|Bío Bío Valley|DO|White|Riesling; Pinot Noir
Chile|Southern Chile|Malleco Valley|DO|White|Chardonnay; Pinot Noir
Chile|Austral|Osorno|DO|Red|Pinot Noir; Chardonnay
Chile|National|Carmenère|Grape wine|Red|Carmenère
Chile|National|País|Grape wine|Red|País
Chile|National|Pipeño|Traditional style|Red|País; Cinsault
Uruguay|Canelones|Canelones|Regional|Red|Tannat
Uruguay|Montevideo|Montevideo|Regional|Red|Tannat; Merlot
Uruguay|Maldonado|Maldonado|Regional|Red|Tannat; Albariño
Uruguay|Colonia|Colonia|Regional|Red|Tannat; Merlot
Uruguay|Rivera|Rivera|Regional|Red|Tannat; Cabernet Franc
Uruguay|San José|San José|Regional|White|Albariño
Uruguay|National|Tannat|Grape wine|Red|Tannat
Brazil|Rio Grande do Sul|Serra Gaúcha|Regional|Sparkling|Chardonnay; Pinot Noir; Moscato
Brazil|Rio Grande do Sul|Vale dos Vinhedos|DO|Red|Merlot; Cabernet Sauvignon
Brazil|Rio Grande do Sul|Pinto Bandeira|IP|Sparkling|Chardonnay; Pinot Noir
Brazil|Rio Grande do Sul|Altos de Pinto Bandeira|DO|Sparkling|Chardonnay; Pinot Noir
Brazil|Rio Grande do Sul|Campanha Gaúcha|IP|Red|Cabernet Sauvignon; Tannat
Brazil|Rio Grande do Sul|Serra do Sudeste|Regional|Red|Pinot Noir; Cabernet Franc
Brazil|Rio Grande do Sul|Monte Belo|IP|Red|Merlot; Cabernet Sauvignon
Brazil|Bahia & Pernambuco|Vale do São Francisco|Regional|Red|Syrah; Cabernet Sauvignon
Brazil|Santa Catarina|Planalto Catarinense|Regional|Red|Sauvignon Blanc; Merlot
Peru|Ica|Ica Valley|Regional|Red|Malbec; Tannat; Quebranta
Peru|Moquegua|Moquegua|Regional|Red|Quebranta; Italia
Peru|Tacna|Tacna|Regional|Red|Cabernet Sauvignon
Bolivia|Tarija|Valle Central de Tarija|Regional|Red|Tannat; Cabernet Sauvignon
Bolivia|Chuquisaca|Valle de Cinti|Regional|Red|Vischoqueña; Negra Criolla
Colombia|Boyacá|Villa de Leyva|Regional|White|Riesling; Sauvignon Blanc
Colombia|Valle del Cauca|Valle del Cauca|Regional|Red|Cabernet Sauvignon
Venezuela|Lara|Carora|Regional|Red|Tempranillo; Syrah
Ecuador|Chota Valley|Chota Valley|Regional|Red|Cabernet Sauvignon; Syrah
Paraguay|Guairá|Guairá|Regional|Red|Tannat; Cabernet Sauvignon
Australia|South Australia|Barossa Valley|GI|Red|Shiraz; Grenache
Australia|South Australia|Eden Valley|GI|White|Riesling; Shiraz
Australia|South Australia|Clare Valley|GI|White|Riesling; Shiraz
Australia|South Australia|McLaren Vale|GI|Red|Shiraz; Grenache
Australia|South Australia|Adelaide Hills|GI|White|Sauvignon Blanc; Chardonnay
Australia|South Australia|Coonawarra|GI|Red|Cabernet Sauvignon
Australia|South Australia|Padthaway|GI|White|Chardonnay; Shiraz
Australia|South Australia|Wrattonbully|GI|Red|Cabernet Sauvignon
Australia|South Australia|Langhorne Creek|GI|Red|Cabernet Sauvignon; Shiraz
Australia|South Australia|Riverland|GI|Red|Shiraz; Chardonnay
Australia|South Australia|Kangaroo Island|GI|Red|Cabernet Sauvignon
Australia|South Australia|Southern Fleurieu|GI|Red|Shiraz
Australia|South Australia|Mount Benson|GI|Red|Shiraz; Cabernet Sauvignon
Australia|South Australia|Robe|GI|Red|Cabernet Sauvignon
Australia|South Australia|Adelaide Plains|GI|Red|Shiraz
Australia|New South Wales|Hunter Valley|GI|White|Semillon; Shiraz
Australia|New South Wales|Mudgee|GI|Red|Shiraz; Cabernet Sauvignon
Australia|New South Wales|Orange|GI|White|Chardonnay; Sauvignon Blanc
Australia|New South Wales|Cowra|GI|White|Chardonnay
Australia|New South Wales|Hilltops|GI|Red|Shiraz; Cabernet Sauvignon
Australia|New South Wales|Canberra District|GI|Red|Shiraz; Riesling
Australia|New South Wales|Riverina|GI|Sweet White|Semillon
Australia|New South Wales|Tumbarumba|GI|Sparkling|Chardonnay; Pinot Noir
Australia|New South Wales|Shoalhaven Coast|GI|White|Chambourcin; Verdelho
Australia|New South Wales|New England Australia|GI|Red|Shiraz
Australia|Victoria|Yarra Valley|GI|Red|Pinot Noir; Chardonnay
Australia|Victoria|Mornington Peninsula|GI|Red|Pinot Noir; Chardonnay
Australia|Victoria|Geelong|GI|Red|Pinot Noir; Shiraz
Australia|Victoria|Bellarine Peninsula|GI|Red|Pinot Noir
Australia|Victoria|Macedon Ranges|GI|Sparkling|Chardonnay; Pinot Noir
Australia|Victoria|Sunbury|GI|Red|Shiraz
Australia|Victoria|Heathcote|GI|Red|Shiraz
Australia|Victoria|Goulburn Valley|GI|Red|Shiraz; Marsanne
Australia|Victoria|Nagambie Lakes|GI|White|Marsanne; Shiraz
Australia|Victoria|Rutherglen|GI|Fortified|Muscat à Petits Grains Rouge
Australia|Victoria|Rutherglen Muscat|GI|Fortified|Muscat à Petits Grains Rouge
Australia|Victoria|Rutherglen Topaque|GI|Fortified|Muscadelle
Australia|Victoria|Glenrowan|GI|Fortified|Muscat; Shiraz
Australia|Victoria|Beechworth|GI|White|Chardonnay; Shiraz
Australia|Victoria|Alpine Valleys|GI|Red|Sangiovese; Merlot
Australia|Victoria|King Valley|GI|Sparkling|Glera; Sangiovese
Australia|Victoria|Grampians|GI|Red|Shiraz
Australia|Victoria|Pyrenees (Victoria)|GI|Red|Shiraz; Cabernet Sauvignon
Australia|Victoria|Henty|GI|White|Riesling; Chardonnay
Australia|Victoria|Gippsland|GI|Red|Pinot Noir; Chardonnay
Australia|Victoria|Strathbogie Ranges|GI|White|Chardonnay; Riesling
Australia|Western Australia|Margaret River|GI|Red|Cabernet Sauvignon; Chardonnay
Australia|Western Australia|Great Southern|GI|White|Riesling; Shiraz
Australia|Western Australia|Frankland River|GI|Red|Shiraz; Cabernet Sauvignon
Australia|Western Australia|Mount Barker|GI|White|Riesling; Shiraz
Australia|Western Australia|Porongurup|GI|White|Riesling
Australia|Western Australia|Denmark (WA)|GI|Red|Pinot Noir; Chardonnay
Australia|Western Australia|Albany|GI|Red|Pinot Noir; Shiraz
Australia|Western Australia|Swan District|GI|White|Chenin Blanc; Verdelho
Australia|Western Australia|Swan Valley|GI|Fortified|Verdelho; Grenache
Australia|Western Australia|Geographe|GI|Red|Shiraz; Cabernet Sauvignon
Australia|Western Australia|Pemberton|GI|Red|Pinot Noir; Chardonnay
Australia|Western Australia|Manjimup|GI|Red|Cabernet Sauvignon; Merlot
Australia|Tasmania|Tasmania|GI|Sparkling|Chardonnay; Pinot Noir
Australia|Tasmania|Tamar Valley|Regional|White|Chardonnay; Pinot Noir
Australia|Tasmania|Coal River Valley|Regional|White|Riesling; Pinot Noir
Australia|Tasmania|Pipers River|Regional|Sparkling|Chardonnay; Pinot Noir
Australia|Tasmania|East Coast Tasmania|Regional|Red|Pinot Noir
Australia|Tasmania|Derwent Valley|Regional|White|Riesling; Pinot Noir
Australia|Tasmania|Huon Valley|Regional|Red|Pinot Noir
Australia|Queensland|Granite Belt|GI|Red|Shiraz; Verdelho
Australia|Queensland|South Burnett|GI|White|Chardonnay; Verdelho
Australia|National|Sparkling Shiraz|Traditional style|Sparkling Red|Shiraz
Australia|National|Australian Tawny|Fortified style|Fortified|Grenache; Shiraz
New Zealand|Marlborough|Marlborough|GI|White|Sauvignon Blanc; Pinot Noir
New Zealand|Marlborough|Wairau Valley|GI|White|Sauvignon Blanc
New Zealand|Marlborough|Awatere Valley|GI|White|Sauvignon Blanc; Riesling
New Zealand|Marlborough|Southern Valleys|Regional|Red|Pinot Noir
New Zealand|Central Otago|Central Otago|GI|Red|Pinot Noir
New Zealand|Central Otago|Bannockburn|GI|Red|Pinot Noir
New Zealand|Central Otago|Gibbston|GI|Red|Pinot Noir
New Zealand|Central Otago|Bendigo|GI|Red|Pinot Noir
New Zealand|Central Otago|Cromwell Basin|GI|Red|Pinot Noir
New Zealand|Central Otago|Wanaka|GI|Red|Pinot Noir
New Zealand|Central Otago|Alexandra|GI|Red|Pinot Noir; Riesling
New Zealand|Hawke's Bay|Hawke's Bay|GI|Red|Merlot; Syrah; Chardonnay
New Zealand|Hawke's Bay|Gimblett Gravels|GI|Red|Syrah; Merlot; Cabernet Sauvignon
New Zealand|Hawke's Bay|Bridge Pa Triangle|GI|Red|Syrah; Merlot
New Zealand|Wairarapa|Martinborough|GI|Red|Pinot Noir
